door_anchor_count,drop_reason,has_room_child_door,has_room_child_window,is_major_room,native_room_child_door_count,native_room_child_window_count,opening_source_policy,room_type,sample_id,scene_global_door_count,scene_global_door_ignored,scene_global_window_count,source_scene_json,training_gate_status,window_anchor_count
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,livingroom,f5ee5167-b1c2-4fb2-86b4-5f5b609fe371_room_01,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/f5ee5167-b1c2-4fb2-86b4-5f5b609fe371.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,bedroom,f5ee5167-b1c2-4fb2-86b4-5f5b609fe371_room_03,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/f5ee5167-b1c2-4fb2-86b4-5f5b609fe371.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,bedroom,035d7de7-b8eb-4ef6-8acc-d49216b97818_room_01,7,True,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/035d7de7-b8eb-4ef6-8acc-d49216b97818.json,drop,0
0,drop_no_room_child_door_anchor,False,False,False,0,0,semlayoutdiff_room_children_only,hallway,c3736ed2-0444-41af-a49c-dad4e42a65b6_room_01,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/c3736ed2-0444-41af-a49c-dad4e42a65b6.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,bedroom,c3736ed2-0444-41af-a49c-dad4e42a65b6_room_02,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/c3736ed2-0444-41af-a49c-dad4e42a65b6.json,drop,0
0,drop_no_room_child_door_anchor,False,False,False,0,0,semlayoutdiff_room_children_only,kidsroom,c3736ed2-0444-41af-a49c-dad4e42a65b6_room_03,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/c3736ed2-0444-41af-a49c-dad4e42a65b6.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,livingroom,c3736ed2-0444-41af-a49c-dad4e42a65b6_room_04,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/c3736ed2-0444-41af-a49c-dad4e42a65b6.json,drop,0
0,drop_no_room_child_door_anchor,False,False,False,0,0,semlayoutdiff_room_children_only,cloakroom,c3736ed2-0444-41af-a49c-dad4e42a65b6_room_05,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/c3736ed2-0444-41af-a49c-dad4e42a65b6.json,drop,0
0,drop_no_room_child_door_anchor,False,False,False,0,0,semlayoutdiff_room_children_only,aisle,c3736ed2-0444-41af-a49c-dad4e42a65b6_room_06,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/c3736ed2-0444-41af-a49c-dad4e42a65b6.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,bedroom,9a697b01-5800-40fe-b290-86c2779e2517_room_01,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9a697b01-5800-40fe-b290-86c2779e2517.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,bedroom,9a697b01-5800-40fe-b290-86c2779e2517_room_02,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9a697b01-5800-40fe-b290-86c2779e2517.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,livingroom,9a697b01-5800-40fe-b290-86c2779e2517_room_04,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9a697b01-5800-40fe-b290-86c2779e2517.json,drop,0
0,drop_no_room_child_door_anchor,False,False,False,0,0,semlayoutdiff_room_children_only,laundryroom,60b0ee4f-0ee5-4e85-b907-9d03003c257a_room_03,9,True,5,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/60b0ee4f-0ee5-4e85-b907-9d03003c257a.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,bedroom,0c79dbe0-dd22-403a-a757-1afd9a33ffe7_room_04,10,True,5,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/0c79dbe0-dd22-403a-a757-1afd9a33ffe7.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,livingroom,76b9e260-e7f4-43a2-96bc-45ddfc3e3c22_room_04,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/76b9e260-e7f4-43a2-96bc-45ddfc3e3c22.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,livingroom,b3c0420b-d411-4886-9e3b-56c1384bc521_room_03,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/b3c0420b-d411-4886-9e3b-56c1384bc521.json,drop,0
0,drop_no_room_child_door_anchor,False,True,False,0,1,semlayoutdiff_room_children_only,kidsroom,db79aa4f-4fab-459a-9137-ee54e31b46e2_room_02,13,True,4,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/db79aa4f-4fab-459a-9137-ee54e31b46e2.json,drop,1
0,drop_no_room_child_door_anchor,False,False,False,0,0,semlayoutdiff_room_children_only,kidsroom,e604494e-6f67-4fe9-af75-5f30b819d8aa_room_02,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/e604494e-6f67-4fe9-af75-5f30b819d8aa.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,livingroom,e604494e-6f67-4fe9-af75-5f30b819d8aa_room_04,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/e604494e-6f67-4fe9-af75-5f30b819d8aa.json,drop,0
0,drop_no_room_child_door_anchor,False,True,True,0,1,semlayoutdiff_room_children_only,bedroom,5ea5747d-3f89-4d8f-b9a5-ed4631b2f20f_room_03,12,True,6,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5ea5747d-3f89-4d8f-b9a5-ed4631b2f20f.json,drop,1
0,drop_no_room_child_door_anchor,False,True,True,0,1,semlayoutdiff_room_children_only,bedroom,5ea5747d-3f89-4d8f-b9a5-ed4631b2f20f_room_05,12,True,6,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5ea5747d-3f89-4d8f-b9a5-ed4631b2f20f.json,drop,1
0,drop_no_room_child_door_anchor,False,True,True,0,1,semlayoutdiff_room_children_only,study,5ea5747d-3f89-4d8f-b9a5-ed4631b2f20f_room_06,12,True,6,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5ea5747d-3f89-4d8f-b9a5-ed4631b2f20f.json,drop,1
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,bedroom,834df1f9-c2e8-4185-9412-91f0b9d1ddf4_room_05,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/834df1f9-c2e8-4185-9412-91f0b9d1ddf4.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,bedroom,ce9be83e-8209-48cb-910a-17f7375b15c6_room_01,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/ce9be83e-8209-48cb-910a-17f7375b15c6.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,bedroom,ce9be83e-8209-48cb-910a-17f7375b15c6_room_02,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/ce9be83e-8209-48cb-910a-17f7375b15c6.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,study,ce9be83e-8209-48cb-910a-17f7375b15c6_room_04,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/ce9be83e-8209-48cb-910a-17f7375b15c6.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,livingroom,ce9be83e-8209-48cb-910a-17f7375b15c6_room_07,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/ce9be83e-8209-48cb-910a-17f7375b15c6.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,diningroom,ce9be83e-8209-48cb-910a-17f7375b15c6_room_08,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/ce9be83e-8209-48cb-910a-17f7375b15c6.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,livingroom,5d4526b7-8bfd-45b3-bd31-80ddf5a8b5e9_room_00,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5d4526b7-8bfd-45b3-bd31-80ddf5a8b5e9.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,bedroom,5d4526b7-8bfd-45b3-bd31-80ddf5a8b5e9_room_01,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5d4526b7-8bfd-45b3-bd31-80ddf5a8b5e9.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,bedroom,5d4526b7-8bfd-45b3-bd31-80ddf5a8b5e9_room_02,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5d4526b7-8bfd-45b3-bd31-80ddf5a8b5e9.json,drop,0
0,drop_no_room_child_door_anchor,False,True,True,0,1,semlayoutdiff_room_children_only,bedroom,5411a1f5-6e17-4aef-a446-f945570aa6fc_room_06,16,True,8,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5411a1f5-6e17-4aef-a446-f945570aa6fc.json,drop,1
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,livingroom,5411a1f5-6e17-4aef-a446-f945570aa6fc_room_07,16,True,8,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5411a1f5-6e17-4aef-a446-f945570aa6fc.json,drop,0
0,drop_no_room_child_door_anchor,False,False,False,0,0,semlayoutdiff_room_children_only,cloakroom,5411a1f5-6e17-4aef-a446-f945570aa6fc_room_10,16,True,8,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5411a1f5-6e17-4aef-a446-f945570aa6fc.json,drop,0
0,drop_no_room_child_door_anchor,False,True,True,0,1,semlayoutdiff_room_children_only,bedroom,6d9daf45-d1ee-4749-9659-57e80d84a76f_room_01,8,True,2,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/6d9daf45-d1ee-4749-9659-57e80d84a76f.json,drop,1
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,bedroom,5a6ad201-c801-4ea3-bd67-4d7bdff0b77a_room_01,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5a6ad201-c801-4ea3-bd67-4d7bdff0b77a.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,study,5a6ad201-c801-4ea3-bd67-4d7bdff0b77a_room_02,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5a6ad201-c801-4ea3-bd67-4d7bdff0b77a.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,bedroom,5a6ad201-c801-4ea3-bd67-4d7bdff0b77a_room_05,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5a6ad201-c801-4ea3-bd67-4d7bdff0b77a.json,drop,0
0,drop_no_room_child_door_anchor,False,False,False,0,0,semlayoutdiff_room_children_only,cloakroom,5a6ad201-c801-4ea3-bd67-4d7bdff0b77a_room_06,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5a6ad201-c801-4ea3-bd67-4d7bdff0b77a.json,drop,0
0,drop_no_room_child_door_anchor,False,True,False,0,1,semlayoutdiff_room_children_only,kidsroom,ab7e41d0-fc12-46f5-bc64-56b18bca9b15_room_03,10,True,7,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/ab7e41d0-fc12-46f5-bc64-56b18bca9b15.json,drop,1
0,drop_no_room_child_door_anchor,False,True,False,0,1,semlayoutdiff_room_children_only,elderlyroom,ab7e41d0-fc12-46f5-bc64-56b18bca9b15_room_04,10,True,7,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/ab7e41d0-fc12-46f5-bc64-56b18bca9b15.json,drop,1
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,livingroom,213cf747-e1bc-45cc-aa5c-3f20450abdcb_room_05,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/213cf747-e1bc-45cc-aa5c-3f20450abdcb.json,drop,0
0,drop_no_room_child_door_anchor,False,True,True,0,1,semlayoutdiff_room_children_only,bedroom,908633f6-545c-4016-a2e7-f334120ac392_room_01,12,True,4,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/908633f6-545c-4016-a2e7-f334120ac392.json,drop,1
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,livingroom,2175e145-fe04-4b66-a0e9-6f04a6497bcf_room_05,20,True,4,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/2175e145-fe04-4b66-a0e9-6f04a6497bcf.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,livingroom,caff9162-0c11-427b-b471-b1c9b495896a_room_02,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/caff9162-0c11-427b-b471-b1c9b495896a.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,bedroom,caff9162-0c11-427b-b471-b1c9b495896a_room_04,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/caff9162-0c11-427b-b471-b1c9b495896a.json,drop,0
0,drop_no_room_child_door_anchor,False,False,False,0,0,semlayoutdiff_room_children_only,kidsroom,caff9162-0c11-427b-b471-b1c9b495896a_room_06,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/caff9162-0c11-427b-b471-b1c9b495896a.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,bedroom,198eb9ec-9059-4e26-958e-dc8fb8187713_room_02,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/198eb9ec-9059-4e26-958e-dc8fb8187713.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,livingroom,7c2e62e7-ab51-4900-bfdc-1932415fb295_room_01,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/7c2e62e7-ab51-4900-bfdc-1932415fb295.json,drop,0
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,bedroom,7c2e62e7-ab51-4900-bfdc-1932415fb295_room_07,0,False,0,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/7c2e62e7-ab51-4900-bfdc-1932415fb295.json,drop,0
0,drop_no_room_child_door_anchor,False,True,True,0,1,semlayoutdiff_room_children_only,bedroom,cbbaa3ef-e12d-42bf-a8c6-35719d6e86c8_room_01,10,True,5,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/cbbaa3ef-e12d-42bf-a8c6-35719d6e86c8.json,drop,1
0,drop_no_room_child_door_anchor,False,True,True,0,1,semlayoutdiff_room_children_only,bedroom,cbbaa3ef-e12d-42bf-a8c6-35719d6e86c8_room_03,10,True,5,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/cbbaa3ef-e12d-42bf-a8c6-35719d6e86c8.json,drop,1
0,drop_no_room_child_door_anchor,False,True,True,0,1,semlayoutdiff_room_children_only,bedroom,3f6df3ff-611d-4259-a65f-57641b3e993e_room_02,10,True,4,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/3f6df3ff-611d-4259-a65f-57641b3e993e.json,drop,1
0,drop_no_room_child_door_anchor,False,True,True,0,1,semlayoutdiff_room_children_only,bedroom,3f6df3ff-611d-4259-a65f-57641b3e993e_room_03,10,True,4,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/3f6df3ff-611d-4259-a65f-57641b3e993e.json,drop,1
0,drop_no_room_child_door_anchor,False,True,False,0,1,semlayoutdiff_room_children_only,kidsroom,1bb9605f-fd81-45ef-a483-85c41038bc80_room_01,8,True,8,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/1bb9605f-fd81-45ef-a483-85c41038bc80.json,drop,1
0,drop_no_room_child_door_anchor,False,True,True,0,1,semlayoutdiff_room_children_only,bedroom,1bb9605f-fd81-45ef-a483-85c41038bc80_room_02,8,True,8,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/1bb9605f-fd81-45ef-a483-85c41038bc80.json,drop,1
0,drop_no_room_child_door_anchor,False,True,True,0,1,semlayoutdiff_room_children_only,study,1bb9605f-fd81-45ef-a483-85c41038bc80_room_03,8,True,8,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/1bb9605f-fd81-45ef-a483-85c41038bc80.json,drop,1
0,drop_no_room_child_door_anchor,False,True,True,0,1,semlayoutdiff_room_children_only,bedroom,058205e1-6ec4-4342-a609-1ecce3551c3b_room_01,3,True,2,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/058205e1-6ec4-4342-a609-1ecce3551c3b.json,drop,1
0,drop_no_room_child_door_anchor,False,True,True,0,1,semlayoutdiff_room_children_only,bedroom,4b5269e4-7e4a-45a3-88fc-3a13f1cae1c5_room_01,14,True,8,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/4b5269e4-7e4a-45a3-88fc-3a13f1cae1c5.json,drop,1
0,drop_no_room_child_door_anchor,False,True,False,0,1,semlayoutdiff_room_children_only,kidsroom,4b5269e4-7e4a-45a3-88fc-3a13f1cae1c5_room_03,14,True,8,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/4b5269e4-7e4a-45a3-88fc-3a13f1cae1c5.json,drop,1
0,drop_no_room_child_door_anchor,False,True,True,0,1,semlayoutdiff_room_children_only,bedroom,254a69b2-abef-4975-9c96-05649f1efd28_room_01,4,True,2,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/254a69b2-abef-4975-9c96-05649f1efd28.json,drop,1
0,drop_no_room_child_door_anchor,False,False,True,0,0,semlayoutdiff_room_children_only,study,254a69b2-abef-4975-9c96-05649f1efd28_room_03,4,True,2,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/254a69b2-abef-4975-9c96-05649f1efd28.json,drop,0
