path,line,pattern,classification,text
docs/SEMLAYOUTDIFF_VISUALIZATION_PIPELINE_DEEP_AUDIT.md,66,PlanJSON,historical_note,- file: `checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/csv_logs/version_0/metrics.csv`
docs/SEMLAYOUTDIFF_VISUALIZATION_PIPELINE_DEEP_AUDIT.md,68,PlanJSON,historical_note,- file: `checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/csv_logs/version_1/metrics.csv`
docs/SEMLAYOUTDIFF_VISUALIZATION_PIPELINE_DEEP_AUDIT.md,85,PlanJSON,historical_note,- file: `configs/apm/chinese_attr_only_planjson.yaml`
docs/SEMLAYOUTDIFF_VISUALIZATION_PIPELINE_DEEP_AUDIT.md,95,PlanJSON,historical_note,- file: `configs/apm/chinese_attr_only_planjson.yaml`
docs/SEMLAYOUTDIFF_VISUALIZATION_PIPELINE_DEEP_AUDIT.md,132,PlanJSON,historical_note,- file: `configs/apm/chinese_attr_only_planjson_apm_stage1_roty_0228_0317_0327_v1.yaml`
docs/SEMLAYOUTDIFF_VISUALIZATION_PIPELINE_DEEP_AUDIT.md,135,PlanJSON,historical_note,- file: `configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1.yaml`
docs/SEMLAYOUTDIFF_VISUALIZATION_PIPELINE_DEEP_AUDIT.md,140,parse_json_floorplan,false_positive,The user-uploaded `parse_json_floorplan.py` is not treated as SemLayoutDiff official source evidence.
tools/inspect_semlayoutdiff_3dfront_parser.py,301,parse_json_floorplan,false_positive,"""Chinese PlanJSON parse_json_floorplan.py is unrelated and excluded from LoReflection taxonomy evidence."","
tools/inspect_semlayoutdiff_3dfront_parser.py,301,PlanJSON,false_positive,"""Chinese PlanJSON parse_json_floorplan.py is unrelated and excluded from LoReflection taxonomy evidence."","
tools/inspect_semlayoutdiff_3dfront_parser.py,305,PlanJSON,false_positive,"""Do not use external PlanJSON field parsing or Chinese keyword blacklist as LoReflection 3D-FRONT taxonomy evidence."","
tools/verify_official_semlayoutdiff_source_policy.py,6,PlanJSON,false_positive,"the unrelated PlanJSON floorplan parser as a non-official external reference,"
tools/verify_official_semlayoutdiff_source_policy.py,352,parse_json_floorplan,false_positive,"""The uploaded parse_json_floorplan.py is excluded from official SemLayoutDiff evidence for this judgement."","
tools/trace_semlayoutdiff_visualization_pipeline.py,450,parse_json_floorplan,false_positive,"""The user-uploaded `parse_json_floorplan.py` is not treated as SemLayoutDiff official source evidence."","
tools/trace_semlayoutdiff_visualization_pipeline.py,581,parse_json_floorplan,false_positive,"""important_boundary"": ""User-uploaded parse_json_floorplan.py is external policy reference only, not SemLayoutDiff official evidence."","
reports/reference_3dfront_pipeline_mining_report.json,680,PlanJSON,generated_report,"""file"": ""scripts/analyze_planjson_category_sizes.py"","
reports/reference_3dfront_pipeline_mining_report.json,741,parse_json_floorplan,generated_report,"""text"": ""pipeline: are some semantic classes in parse_json_floorplan.py too broad for"""
reports/reference_3dfront_pipeline_mining_report.json,748,parse_json_floorplan,generated_report,"""text"": ""parse_json_floorplan category rules, and writes:"""
reports/reference_3dfront_pipeline_mining_report.json,776,PlanJSON,generated_report,"""text"": ""default=str((REPO_ROOT / \""analysis\"" / \""planjson_category_audit\"").resolve()),"""
reports/reference_3dfront_pipeline_mining_report.json,884,PlanJSON,generated_report,"""text"": ""OUTPUT_DIR=\""${OUTPUT_DIR:-datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1}\"""""
reports/reference_3dfront_pipeline_mining_report.json,908,PlanJSON,generated_report,"""text"": ""OUTPUT_DIR=\""${OUTPUT_DIR:-datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1}\"""""
reports/reference_3dfront_pipeline_mining_report.json,932,PlanJSON,generated_report,"""text"": ""OUTPUT_DIR=\""${OUTPUT_DIR:-datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2}\"""""
reports/reference_3dfront_pipeline_mining_report.json,2076,parse_json_floorplan,generated_report,"""text"": ""- GT semantic layout npy from parse_json_floorplan.py"""
reports/reference_3dfront_pipeline_mining_report.json,2539,parse_json_floorplan,generated_report,"""text"": ""\""required scale fields. Regenerate the dataset with the updated parse_json_floorplan.py.\"""""
reports/reference_3dfront_pipeline_mining_report.json,4689,parse_json_floorplan,generated_report,"""file"": ""preprocess/scripts/parse_json_floorplan.py"","
reports/reference_3dfront_pipeline_mining_report.json,4884,LEGACY_TO_COMPACT_CATEGORY,generated_report,"""text"": ""LEGACY_TO_COMPACT_CATEGORY: Dict[int, int] = {"""
reports/reference_3dfront_pipeline_mining_report.json,4961,LEGACY_TO_COMPACT_CATEGORY,generated_report,"""text"": ""return LEGACY_TO_COMPACT_CATEGORY.get(special_cat, VOID_ID)"""
reports/reference_3dfront_pipeline_mining_report.json,4968,LEGACY_TO_COMPACT_CATEGORY,generated_report,"""text"": ""return LEGACY_TO_COMPACT_CATEGORY.get(light_cat, VOID_ID)"""
reports/reference_3dfront_pipeline_mining_report.json,4975,LEGACY_TO_COMPACT_CATEGORY,generated_report,"""text"": ""return LEGACY_TO_COMPACT_CATEGORY.get(cat_id, VOID_ID)"""
reports/reference_3dfront_pipeline_mining_report.json,5001,PlanJSON,generated_report,"""file"": ""scripts/analyze_planjson_category_sizes.py"","
reports/reference_3dfront_pipeline_mining_report.json,5062,parse_json_floorplan,generated_report,"""text"": ""pipeline: are some semantic classes in parse_json_floorplan.py too broad for"""
reports/reference_3dfront_pipeline_mining_report.json,5069,parse_json_floorplan,generated_report,"""text"": ""parse_json_floorplan category rules, and writes:"""
reports/reference_3dfront_pipeline_mining_report.json,5097,PlanJSON,generated_report,"""text"": ""default=str((REPO_ROOT / \""analysis\"" / \""planjson_category_audit\"").resolve()),"""
reports/reference_3dfront_pipeline_mining_report.json,6598,parse_json_floorplan,generated_report,"""text"": ""- GT semantic layout npy from parse_json_floorplan.py"""
reports/reference_3dfront_pipeline_mining_report.json,6876,parse_json_floorplan,generated_report,"""text"": ""\""required scale fields. Regenerate the dataset with the updated parse_json_floorplan.py.\"""""
reports/reference_3dfront_pipeline_mining_report.json,8443,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,8491,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_paper_offsetfix_0228_0317_v1.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,8527,PlanJSON,generated_report,"""text"": ""new_label_to_generic_label_path: preprocess/metadata/apm_planjson_apm_paper_offsetfix_0228_0317_v1/chinese_idx_to_generic_label.json"""
reports/reference_3dfront_pipeline_mining_report.json,8539,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_paper_offsetfix_0228_0317_v2.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,8582,PlanJSON,generated_report,"""text"": ""new_label_to_generic_label_path: preprocess/metadata/apm_planjson_apm_paper_offsetfix_0228_0317_v2/chinese_idx_to_generic_label.json"""
reports/reference_3dfront_pipeline_mining_report.json,8594,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_paper_offsetfix_0228_0317_v3.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,8686,PlanJSON,generated_report,"""text"": ""new_label_to_generic_label_path: preprocess/metadata/apm_planjson_apm_paper_offsetfix_0228_0317_v3/chinese_idx_to_generic_label.json"""
reports/reference_3dfront_pipeline_mining_report.json,8698,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_paper_offsetfix_v1.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,8734,PlanJSON,generated_report,"""text"": ""new_label_to_generic_label_path: preprocess/metadata/apm_planjson_apm_paper_offsetfix_v1/chinese_idx_to_generic_label.json"""
reports/reference_3dfront_pipeline_mining_report.json,8746,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_paper_offsetfix_v1_continue400.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,8782,PlanJSON,generated_report,"""text"": ""new_label_to_generic_label_path: preprocess/metadata/apm_planjson_apm_paper_offsetfix_v1/chinese_idx_to_generic_label.json"""
reports/reference_3dfront_pipeline_mining_report.json,8794,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_paper_offsetfix_v1_finetune_lr1e5.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,8830,PlanJSON,generated_report,"""text"": ""new_label_to_generic_label_path: preprocess/metadata/apm_planjson_apm_paper_offsetfix_v1/chinese_idx_to_generic_label.json"""
reports/reference_3dfront_pipeline_mining_report.json,8842,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_paper_v1.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,8878,PlanJSON,generated_report,"""text"": ""new_label_to_generic_label_path: preprocess/metadata/apm_planjson_apm_paper_v1/chinese_idx_to_generic_label.json"""
reports/reference_3dfront_pipeline_mining_report.json,8890,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_0228_0317_0327_v1.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,8906,PlanJSON,generated_report,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/train"""
reports/reference_3dfront_pipeline_mining_report.json,8913,PlanJSON,generated_report,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/val"""
reports/reference_3dfront_pipeline_mining_report.json,8920,PlanJSON,generated_report,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,8927,PlanJSON,generated_report,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_0228_0317_0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,8934,PlanJSON,generated_report,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_0228_0317_0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,9018,PlanJSON,generated_report,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_0228_0317_0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,9025,PlanJSON,generated_report,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,9045,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,9061,PlanJSON,generated_report,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train"""
reports/reference_3dfront_pipeline_mining_report.json,9068,PlanJSON,generated_report,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/val"""
reports/reference_3dfront_pipeline_mining_report.json,9075,PlanJSON,generated_report,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,9082,PlanJSON,generated_report,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,9089,PlanJSON,generated_report,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,9173,PlanJSON,generated_report,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,9180,PlanJSON,generated_report,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,9200,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1_continue400.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,9216,PlanJSON,generated_report,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train"""
reports/reference_3dfront_pipeline_mining_report.json,9223,PlanJSON,generated_report,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/val"""
reports/reference_3dfront_pipeline_mining_report.json,9230,PlanJSON,generated_report,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,9237,PlanJSON,generated_report,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v1_continue400"""
reports/reference_3dfront_pipeline_mining_report.json,9244,PlanJSON,generated_report,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1_continue400"""
reports/reference_3dfront_pipeline_mining_report.json,9328,PlanJSON,generated_report,"""text"": ""checkpoint_path: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v1/last.ckpt"""
reports/reference_3dfront_pipeline_mining_report.json,9335,PlanJSON,generated_report,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v1_continue400"""
reports/reference_3dfront_pipeline_mining_report.json,9342,PlanJSON,generated_report,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,9355,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,9371,PlanJSON,generated_report,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/train"""
reports/reference_3dfront_pipeline_mining_report.json,9378,PlanJSON,generated_report,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/val"""
reports/reference_3dfront_pipeline_mining_report.json,9385,PlanJSON,generated_report,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/test"""
reports/reference_3dfront_pipeline_mining_report.json,9392,PlanJSON,generated_report,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v2"""
reports/reference_3dfront_pipeline_mining_report.json,9399,PlanJSON,generated_report,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2"""
reports/reference_3dfront_pipeline_mining_report.json,9497,PlanJSON,generated_report,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2"""
reports/reference_3dfront_pipeline_mining_report.json,9504,PlanJSON,generated_report,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/test"""
reports/reference_3dfront_pipeline_mining_report.json,9509,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2_continue400.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,9525,PlanJSON,generated_report,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/train"""
reports/reference_3dfront_pipeline_mining_report.json,9532,PlanJSON,generated_report,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/val"""
reports/reference_3dfront_pipeline_mining_report.json,9539,PlanJSON,generated_report,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/test"""
reports/reference_3dfront_pipeline_mining_report.json,9546,PlanJSON,generated_report,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v2_continue400"""
reports/reference_3dfront_pipeline_mining_report.json,9553,PlanJSON,generated_report,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2_continue400"""
reports/reference_3dfront_pipeline_mining_report.json,9651,PlanJSON,generated_report,"""text"": ""checkpoint_path: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/val-loss-epoch=33-val_total_loss=0.6600-val_orient_acc=0.7884.ckpt"""
reports/reference_3dfront_pipeline_mining_report.json,9658,PlanJSON,generated_report,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2_continue400"""
reports/reference_3dfront_pipeline_mining_report.json,9663,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage2_orient0327_v1.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,9770,PlanJSON,generated_report,"""text"": ""checkpoint_path: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/best_val.ckpt"""
reports/reference_3dfront_pipeline_mining_report.json,9789,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_paper.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,10040,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,10088,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_paper_offsetfix_0228_0317_v1.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,10124,PlanJSON,generated_report,"""text"": ""new_label_to_generic_label_path: preprocess/metadata/apm_planjson_apm_paper_offsetfix_0228_0317_v1/chinese_idx_to_generic_label.json"""
reports/reference_3dfront_pipeline_mining_report.json,10136,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_paper_offsetfix_0228_0317_v2.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,10179,PlanJSON,generated_report,"""text"": ""new_label_to_generic_label_path: preprocess/metadata/apm_planjson_apm_paper_offsetfix_0228_0317_v2/chinese_idx_to_generic_label.json"""
reports/reference_3dfront_pipeline_mining_report.json,10191,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_paper_offsetfix_0228_0317_v3.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,10283,PlanJSON,generated_report,"""text"": ""new_label_to_generic_label_path: preprocess/metadata/apm_planjson_apm_paper_offsetfix_0228_0317_v3/chinese_idx_to_generic_label.json"""
reports/reference_3dfront_pipeline_mining_report.json,10295,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_paper_offsetfix_v1.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,10331,PlanJSON,generated_report,"""text"": ""new_label_to_generic_label_path: preprocess/metadata/apm_planjson_apm_paper_offsetfix_v1/chinese_idx_to_generic_label.json"""
reports/reference_3dfront_pipeline_mining_report.json,10343,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_paper_offsetfix_v1_continue400.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,10379,PlanJSON,generated_report,"""text"": ""new_label_to_generic_label_path: preprocess/metadata/apm_planjson_apm_paper_offsetfix_v1/chinese_idx_to_generic_label.json"""
reports/reference_3dfront_pipeline_mining_report.json,10391,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_paper_offsetfix_v1_finetune_lr1e5.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,10427,PlanJSON,generated_report,"""text"": ""new_label_to_generic_label_path: preprocess/metadata/apm_planjson_apm_paper_offsetfix_v1/chinese_idx_to_generic_label.json"""
reports/reference_3dfront_pipeline_mining_report.json,10439,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_paper_v1.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,10475,PlanJSON,generated_report,"""text"": ""new_label_to_generic_label_path: preprocess/metadata/apm_planjson_apm_paper_v1/chinese_idx_to_generic_label.json"""
reports/reference_3dfront_pipeline_mining_report.json,10487,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_0228_0317_0327_v1.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,10503,PlanJSON,generated_report,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/train"""
reports/reference_3dfront_pipeline_mining_report.json,10510,PlanJSON,generated_report,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/val"""
reports/reference_3dfront_pipeline_mining_report.json,10517,PlanJSON,generated_report,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,10524,PlanJSON,generated_report,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_0228_0317_0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,10531,PlanJSON,generated_report,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_0228_0317_0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,10615,PlanJSON,generated_report,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_0228_0317_0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,10622,PlanJSON,generated_report,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,10642,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,10658,PlanJSON,generated_report,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train"""
reports/reference_3dfront_pipeline_mining_report.json,10665,PlanJSON,generated_report,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/val"""
reports/reference_3dfront_pipeline_mining_report.json,10672,PlanJSON,generated_report,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,10679,PlanJSON,generated_report,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,10686,PlanJSON,generated_report,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,10770,PlanJSON,generated_report,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,10777,PlanJSON,generated_report,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,10797,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1_continue400.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,10813,PlanJSON,generated_report,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train"""
reports/reference_3dfront_pipeline_mining_report.json,10820,PlanJSON,generated_report,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/val"""
reports/reference_3dfront_pipeline_mining_report.json,10827,PlanJSON,generated_report,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,10834,PlanJSON,generated_report,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v1_continue400"""
reports/reference_3dfront_pipeline_mining_report.json,10841,PlanJSON,generated_report,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1_continue400"""
reports/reference_3dfront_pipeline_mining_report.json,10925,PlanJSON,generated_report,"""text"": ""checkpoint_path: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v1/last.ckpt"""
reports/reference_3dfront_pipeline_mining_report.json,10932,PlanJSON,generated_report,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v1_continue400"""
