scene_id,room_type,uid,jid,raw_category
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,38853/model,4ecd24f3-dcab-4185-84ab-551e2e9d4fbe,art/art - wall-attached
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,38854/model,ad431843-7e99-48a1-beb1-0d751bd2514f,art/art - wall-attached
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,38855/model,87872201-cdbe-4778-85ac-162d1712858b,art/art - wall-attached
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,38856/model,3b1497f2-1c96-4f21-8946-8611a03e88c0,plants/plants - on top of others
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,38857/model,b3e621aa-6374-4429-801a-4e1f982f5e5c,accessory/accessory - on top of others
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,38858/model,a3bcc47b-9d8b-44ec-b624-aa5e5b86efee,accessory/accessory - on top of others
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,38858/model,a3bcc47b-9d8b-44ec-b624-aa5e5b86efee,accessory/accessory - on top of others
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,38858/model,a3bcc47b-9d8b-44ec-b624-aa5e5b86efee,accessory/accessory - on top of others
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,38858/model,a3bcc47b-9d8b-44ec-b624-aa5e5b86efee,accessory/accessory - on top of others
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,38862/model,f9d74cce-60c5-4232-9883-ec67f991f818,accessory/accessory - on top of others
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,38853/model,4ecd24f3-dcab-4185-84ab-551e2e9d4fbe,art/art - wall-attached
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,38852/model,94b071bc-6576-4ccd-81a2-4c4f7750548a,art/art - wall-attached
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,38850/model,53968140-f006-4757-84d6-71907907cd55,art/art - wall-attached
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,38854/model,ad431843-7e99-48a1-beb1-0d751bd2514f,art/art - wall-attached
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,38851/model,79143b53-61a9-49ab-bca9-5432402a6308,art/art - wall-attached
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,38855/model,87872201-cdbe-4778-85ac-162d1712858b,art/art - wall-attached
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,40641/model,dbe310cb-e888-477e-a094-ba97e10961ea,art/art - wall-attached
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,46219/model,6f2e875f-2227-48ee-a39c-1cbd009c095e,lighting/wall lamp
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,46219/model,6f2e875f-2227-48ee-a39c-1cbd009c095e,lighting/wall lamp
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,46219/model,6f2e875f-2227-48ee-a39c-1cbd009c095e,lighting/wall lamp
0003d406-5f27-4bbf-94cd-1cff7c310ba1,DiningRoom,46219/model,6f2e875f-2227-48ee-a39c-1cbd009c095e,lighting/wall lamp
0003d406-5f27-4bbf-94cd-1cff7c310ba1,SecondBedroom,37478/model,123eb963-7cdd-4c44-b358-1087baf3fb36,door/single swing door
0003d406-5f27-4bbf-94cd-1cff7c310ba1,SecondBedroom,38907/model,ab9dbe0c-7577-44e0-b023-61062493b15a,window/window
0003d406-5f27-4bbf-94cd-1cff7c310ba1,Kitchen,38793/model,c1473a72-6f60-4b01-9cbb-30dc8143f3cc,window/window
0003d406-5f27-4bbf-94cd-1cff7c310ba1,Hallway,40638/model,ed7be1cf-127e-4af5-8e44-1786d5cf0648,door/entry/double swing door - asymmetrical
0003d406-5f27-4bbf-94cd-1cff7c310ba1,SecondBathroom,43713/model,161c86f3-1eaa-40e3-b412-900bc71d85ee,window/window
00110bde-f580-40be-b8bb-88715b338a2a,Balcony,39718/model,1149fe45-b41f-4264-8155-3e681ead2807,
00110bde-f580-40be-b8bb-88715b338a2a,Kitchen,39718/model,1149fe45-b41f-4264-8155-3e681ead2807,
00110bde-f580-40be-b8bb-88715b338a2a,Bedroom,39718/model,1149fe45-b41f-4264-8155-3e681ead2807,
00110bde-f580-40be-b8bb-88715b338a2a,Hallway,40523/model,2681cfe8-df15-4ebb-827d-85461a946bba,
00110bde-f580-40be-b8bb-88715b338a2a,Aisle,44132/model,a1baa713-79ea-4873-a9e5-0802c4a280cc,
00110bde-f580-40be-b8bb-88715b338a2a,Aisle,44138/model,97a220be-70e2-4f77-ac56-a337d9615ac4,
00110bde-f580-40be-b8bb-88715b338a2a,LivingDiningRoom,44132/model,a1baa713-79ea-4873-a9e5-0802c4a280cc,
00110bde-f580-40be-b8bb-88715b338a2a,LivingDiningRoom,45167/model,03b5972a-0507-478e-9448-4028c37c774b,
00154c06-2ee2-408a-9664-b8fd74742897,Kitchen,2940/model,161c86f3-1eaa-40e3-b412-900bc71d85ee,window/window
00154c06-2ee2-408a-9664-b8fd74742897,Kitchen,5668/model,2dc5fac1-1dcd-43ba-9bc4-17a47df6ecd6,door/entry/single swing door
00154c06-2ee2-408a-9664-b8fd74742897,MasterBedroom,2958/model,a05567bc-4260-44b6-a4a7-3a3c9e11ed11,window/bay window
00154c06-2ee2-408a-9664-b8fd74742897,MasterBedroom,2021159369938137133600/model,98a1f799-3d93-4a36-ba1b-880abf34bb51,Others
00154c06-2ee2-408a-9664-b8fd74742897,MasterBedroom,2021159369938137463008/model,3a0f0662-7dfd-4e71-b390-e96575e2cdec,Others
00154c06-2ee2-408a-9664-b8fd74742897,Balcony,2959/model,ff958559-245a-41c0-a33f-3d09872c023d,window/floor-based window
00154c06-2ee2-408a-9664-b8fd74742897,Balcony,4888/model,c1bc7d69-0b5b-42a8-af88-0dea025ca29c,door/double sliding door
00154c06-2ee2-408a-9664-b8fd74742897,DiningRoom,5668/model,2dc5fac1-1dcd-43ba-9bc4-17a47df6ecd6,door/entry/single swing door
00154c06-2ee2-408a-9664-b8fd74742897,DiningRoom,10023/model,57b4c103-c3a8-40e2-b180-4d03213b0a24,window/window
00154c06-2ee2-408a-9664-b8fd74742897,DiningRoom,5668/model,2dc5fac1-1dcd-43ba-9bc4-17a47df6ecd6,door/entry/single swing door
00154c06-2ee2-408a-9664-b8fd74742897,LivingRoom,5682/model,12b95733-764e-45bb-9278-86e740db1f32,door/double sliding door
00154c06-2ee2-408a-9664-b8fd74742897,LivingRoom,10069/model,097cf2fd-aa67-465c-88d3-9cf5a0f89cb3,door/entry/double swing door - asymmetrical
00154c06-2ee2-408a-9664-b8fd74742897,LivingRoom,2021159369938138557600/model,aaab54d3-eaaa-4f5f-9eed-876eef277f0f,Others
00154c06-2ee2-408a-9664-b8fd74742897,LivingRoom,2021159369938138822976/model,4544119b-81f7-423e-a4e6-90dbcd9db806,Others
00154c06-2ee2-408a-9664-b8fd74742897,LivingRoom,2021159369938139231296/model,00cb55ad-9b15-4263-82a9-0016b00dbcfa,Others
00154c06-2ee2-408a-9664-b8fd74742897,Corridor,10485/model,348359ea-8539-4a5d-af4f-74ea070df55d,door/single swing door
00154c06-2ee2-408a-9664-b8fd74742897,Corridor,5668/model,2dc5fac1-1dcd-43ba-9bc4-17a47df6ecd6,door/entry/single swing door
00154c06-2ee2-408a-9664-b8fd74742897,Corridor,5668/model,2dc5fac1-1dcd-43ba-9bc4-17a47df6ecd6,door/entry/single swing door
00154c06-2ee2-408a-9664-b8fd74742897,SecondBedroom,11115/model,45039b73-7408-4cee-9a5e-c7b32456c775,accessory/accessory - on top of others
00154c06-2ee2-408a-9664-b8fd74742897,SecondBedroom,11163/model,ccd53884-ecdd-4a3b-a279-9fc18b6e4640,window/window
00154c06-2ee2-408a-9664-b8fd74742897,SecondBedroom,11186/model,28d2dfc7-6f31-4eae-9a5c-ea61533004ee,plants/plants - on top of others
00154c06-2ee2-408a-9664-b8fd74742897,SecondBedroom,11190/model,b3fbd614-39fb-4327-b40c-822113f3c0fb,accessory/accessory - on top of others
00154c06-2ee2-408a-9664-b8fd74742897,SecondBedroom,11934/model,6906fe6c-906c-4049-9d6c-7d0f833bd351,accessory/accessory - floor-based
00154c06-2ee2-408a-9664-b8fd74742897,SecondBedroom,11936/model,20f90e73-6b2c-4e94-a5dc-57163d159135,accessory/accessory - on top of others
00154c06-2ee2-408a-9664-b8fd74742897,SecondBedroom,2959/model,ff958559-245a-41c0-a33f-3d09872c023d,window/floor-based window
0018b6c8-c3b6-4fb8-a640-4b9b0b763254,MasterBedroom,272555/model,1149fe45-b41f-4264-8155-3e681ead2807,window/window
0018b6c8-c3b6-4fb8-a640-4b9b0b763254,MasterBedroom,275033/model,7b7f4a2d-f761-4458-8587-2ce02f470a94,door/single swing door
0018b6c8-c3b6-4fb8-a640-4b9b0b763254,LivingRoom,272556/model,9c412b63-7db0-4487-8bdf-e9572a9b987c,window/window
0018b6c8-c3b6-4fb8-a640-4b9b0b763254,LivingRoom,272637/model,6ca8ffec-0d33-4913-95c2-440498f61ad4,door/double swing door - asymmetrical
0018b6c8-c3b6-4fb8-a640-4b9b0b763254,LivingRoom,273682/model,1919418e-3329-4c71-85e4-b00c54aa2c7e,plants/plants - on top of others
0018b6c8-c3b6-4fb8-a640-4b9b0b763254,LivingRoom,273682/model,1919418e-3329-4c71-85e4-b00c54aa2c7e,plants/plants - on top of others
0018b6c8-c3b6-4fb8-a640-4b9b0b763254,Terrace,272555/model,1149fe45-b41f-4264-8155-3e681ead2807,window/window
0018b6c8-c3b6-4fb8-a640-4b9b0b763254,SecondBedroom,275033/model,7b7f4a2d-f761-4458-8587-2ce02f470a94,door/single swing door
0018b6c8-c3b6-4fb8-a640-4b9b0b763254,Bathroom,275033/model,7b7f4a2d-f761-4458-8587-2ce02f470a94,door/single swing door
0018b6c8-c3b6-4fb8-a640-4b9b0b763254,Kitchen,273135/model,9db8c4b5-66d2-429f-bbd9-d33f8c5e1029,door/single swing door
0023b7d1-1439-4e5c-9c7b-c34f155ee856,Bedroom,8188/model,bd41f8fe-98d5-4187-ad59-9e6783fab8fd,window/window
0023b7d1-1439-4e5c-9c7b-c34f155ee856,Library,8188/model,bd41f8fe-98d5-4187-ad59-9e6783fab8fd,window/window
0023b7d1-1439-4e5c-9c7b-c34f155ee856,MasterBedroom,8188/model,bd41f8fe-98d5-4187-ad59-9e6783fab8fd,window/window
0023b7d1-1439-4e5c-9c7b-c34f155ee856,LivingDiningRoom,9460/model,24b0499a-7e1f-4443-8797-f44c9bc3e265,door/triple sliding door
0023b7d1-1439-4e5c-9c7b-c34f155ee856,LivingDiningRoom,14427/model,0f18ec38-b28a-40e8-b751-ffc3f6df4c28,door/double sliding door
0023b7d1-1439-4e5c-9c7b-c34f155ee856,LivingDiningRoom,14515/model,20ca3cb8-bc09-4b6d-bacd-7faff4d32e72,door/entry/double swing door - symmetrical
0023b7d1-1439-4e5c-9c7b-c34f155ee856,LivingDiningRoom,14930/model,826db185-ee70-4da7-a01e-f25c3d8bc4b2,door/single swing door
0023b7d1-1439-4e5c-9c7b-c34f155ee856,LivingDiningRoom,14930/model,826db185-ee70-4da7-a01e-f25c3d8bc4b2,door/single swing door
0023b7d1-1439-4e5c-9c7b-c34f155ee856,LivingDiningRoom,14930/model,826db185-ee70-4da7-a01e-f25c3d8bc4b2,door/single swing door
0023b7d1-1439-4e5c-9c7b-c34f155ee856,LivingDiningRoom,14930/model,826db185-ee70-4da7-a01e-f25c3d8bc4b2,door/single swing door
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,10398/model1,7e133aa5-0cc8-43a6-af85-f44ad0510d48,window/floor-based window
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,10398/model1,7e133aa5-0cc8-43a6-af85-f44ad0510d48,window/floor-based window
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,164535/model,ec6778d2-a774-4280-92d3-332eabd7ebae,Wine Cooler
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,21180/model,4c461ec5-1114-4355-bc6e-e1f53af5a7de,window/window
002c110c-9bbc-4ab4-affa-4225fb127bad,Library,35859/model,f2d3db5f-3b64-4529-a357-a247c3a56f18,window/window
002c110c-9bbc-4ab4-affa-4225fb127bad,Library,17218/model,20ca3cb8-bc09-4b6d-bacd-7faff4d32e72,door/entry/double swing door - symmetrical
002c110c-9bbc-4ab4-affa-4225fb127bad,Library,2021159374596626829696/model,d7adf23b-6bd9-47e1-a2d3-f25bd4e339a9,Others
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,39074/model,a9c0a6e7-07ae-4213-a2f7-e3f5f2edd5d9,door/double sliding door
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,102207/model,fc80fb6b-4288-43da-8ebe-c15ed6d7eb2b,door/single swing door
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,69187/model1,c37ac355-0038-4c9c-97e4-fe049ecff24a,window/window
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,69187/model1,c37ac355-0038-4c9c-97e4-fe049ecff24a,window/window
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,69187/model1,c37ac355-0038-4c9c-97e4-fe049ecff24a,window/window
002c110c-9bbc-4ab4-affa-4225fb127bad,DiningRoom,2021159374596627375904/model,5be3936a-9414-40ff-981b-d07e92faef35,Others
002c110c-9bbc-4ab4-affa-4225fb127bad,DiningRoom,2021159374596627375904/model,5be3936a-9414-40ff-981b-d07e92faef35,Others
002c110c-9bbc-4ab4-affa-4225fb127bad,DiningRoom,2021159374596627755488/model,873ee523-5780-45b4-a964-fc59a5674f61,Others
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,91784/model,97fa934b-e9b1-48ae-ac08-d318b20d22ad,window/floor-based window
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,92691/model,96ac3328-e727-460a-b56f-16b55b5f86df,window/floor-based window
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,69187/model1,c37ac355-0038-4c9c-97e4-fe049ecff24a,window/window
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,69187/model1,c37ac355-0038-4c9c-97e4-fe049ecff24a,window/window
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,122039/model,3211af76-ce14-4ba0-a503-018df248de9a,window/window
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,181815/model,8a77a107-269e-441f-9c1f-05eab3a6b8b0,Wine Cooler
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,182079/model,02bbbc73-41bd-4f3c-bb49-adcab35d01e6,door/single swing door
002c110c-9bbc-4ab4-affa-4225fb127bad,DiningRoom,87420/model,08acae72-8777-4c8f-b5b1-cd8eb78a011f,door/single swing door
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,10398/model1,7e133aa5-0cc8-43a6-af85-f44ad0510d48,window/floor-based window
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,10398/model1,7e133aa5-0cc8-43a6-af85-f44ad0510d48,window/floor-based window
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,10398/model1,7e133aa5-0cc8-43a6-af85-f44ad0510d48,window/floor-based window
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,278405/model,1cdf3496-9cd1-437c-b127-1208c00932ad,Bar
002c110c-9bbc-4ab4-affa-4225fb127bad,OtherRoom,279752/model,de75a2d0-99ad-4bf4-a766-753e30b6c38d,window/bay window
00321452-517d-431b-a21b-f52750684910,LivingDiningRoom,38702/model1,5c3c914e-d921-432b-8d77-d73e4d290a65,door/double sliding door
00321452-517d-431b-a21b-f52750684910,LivingDiningRoom,38632/model,0f058977-718c-41fd-a8b8-2a555b2681ec,recreation/musical instrument
00321452-517d-431b-a21b-f52750684910,LivingDiningRoom,38653/model,06aed9a5-f37e-4eb7-b8c0-aaa3f0d490f5,art/art - wall-attached
00321452-517d-431b-a21b-f52750684910,LivingDiningRoom,54819/model,765b8bc4-562c-43a8-bc01-03c5bfa6f95e,Floor Lamp
00321452-517d-431b-a21b-f52750684910,LivingDiningRoom,74343/model,6cd57992-84f9-4ff8-9526-a2a937f5acd5,plants/plants - on top of others
00321452-517d-431b-a21b-f52750684910,LivingDiningRoom,37045/model,0cafeffa-edcc-43e4-9f66-abfe3a95675b,door/single swing door
00321452-517d-431b-a21b-f52750684910,LivingDiningRoom,54507/model,8e371292-7033-41fc-8de0-f065a41c8f40,door/double sliding door
00321452-517d-431b-a21b-f52750684910,LivingDiningRoom,37045/model,0cafeffa-edcc-43e4-9f66-abfe3a95675b,door/single swing door
00321452-517d-431b-a21b-f52750684910,LivingDiningRoom,69190/model,22cdfdf0-0e17-45fa-b537-1b62d6e523f7,door/entry/single swing door
00321452-517d-431b-a21b-f52750684910,Library,56625/model,a3a51be3-7ef8-4c15-950a-098e56c7d03b,window/window
00321452-517d-431b-a21b-f52750684910,Library,68659/model,0128706c-a595-405b-a9ce-47d89847bf28,Floor Lamp
00321452-517d-431b-a21b-f52750684910,SecondBedroom,56625/model,a3a51be3-7ef8-4c15-950a-098e56c7d03b,window/window
00321452-517d-431b-a21b-f52750684910,SecondBedroom,68652/model,acbcac0c-069e-48fc-a653-4d267ef73441,accessory/accessory - on top of others
00321452-517d-431b-a21b-f52750684910,SecondBedroom,37045/model,0cafeffa-edcc-43e4-9f66-abfe3a95675b,door/single swing door
00321452-517d-431b-a21b-f52750684910,MasterBedroom,56625/model,a3a51be3-7ef8-4c15-950a-098e56c7d03b,window/window
00321452-517d-431b-a21b-f52750684910,Aisle,33558/model,6124718c-40c3-4b7a-b3d3-c53374403c8a,door/entry/single swing door
0032b185-4914-49e5-b973-f82271674308,Hallway,14016/model,6682ab77-48f0-4812-9ea7-5757cc138eb8,
0032b185-4914-49e5-b973-f82271674308,Balcony,14039/model,ff958559-245a-41c0-a33f-3d09872c023d,
0032b185-4914-49e5-b973-f82271674308,Balcony,14039/model,ff958559-245a-41c0-a33f-3d09872c023d,
0032b185-4914-49e5-b973-f82271674308,Balcony,14039/model,ff958559-245a-41c0-a33f-3d09872c023d,
0032b185-4914-49e5-b973-f82271674308,LivingDiningRoom,14048/model,db84c83f-6de8-4a36-8d88-af157842becc,
0032b185-4914-49e5-b973-f82271674308,LivingDiningRoom,14048/model,db84c83f-6de8-4a36-8d88-af157842becc,
0032b185-4914-49e5-b973-f82271674308,LivingDiningRoom,15827/model,652b0dc2-3551-4666-9369-a327a143dcb6,
0032b185-4914-49e5-b973-f82271674308,LivingDiningRoom,15834/model,a8c01a29-ba9a-4625-a300-33e661a8ab2d,
0032b185-4914-49e5-b973-f82271674308,LivingDiningRoom,15834/model,a8c01a29-ba9a-4625-a300-33e661a8ab2d,
0032b185-4914-49e5-b973-f82271674308,LivingDiningRoom,15834/model,a8c01a29-ba9a-4625-a300-33e661a8ab2d,
0032b185-4914-49e5-b973-f82271674308,LivingDiningRoom,15834/model,a8c01a29-ba9a-4625-a300-33e661a8ab2d,
0032b185-4914-49e5-b973-f82271674308,LivingDiningRoom,16623/model,2d9da8b7-ea7d-4b88-a2c5-b46deb607fbe,
0032b185-4914-49e5-b973-f82271674308,Bathroom,14050/model,161c86f3-1eaa-40e3-b412-900bc71d85ee,
0032b185-4914-49e5-b973-f82271674308,MasterBathroom,14050/model,161c86f3-1eaa-40e3-b412-900bc71d85ee,
0032b185-4914-49e5-b973-f82271674308,SecondBedroom,14068/model,a05567bc-4260-44b6-a4a7-3a3c9e11ed11,
0032b185-4914-49e5-b973-f82271674308,SecondBedroom,16932/model,28d2dfc7-6f31-4eae-9a5c-ea61533004ee,
0032b185-4914-49e5-b973-f82271674308,Bedroom,14068/model,a05567bc-4260-44b6-a4a7-3a3c9e11ed11,
0032b185-4914-49e5-b973-f82271674308,Bedroom,15834/model,a8c01a29-ba9a-4625-a300-33e661a8ab2d,
0032b185-4914-49e5-b973-f82271674308,Bedroom,16932/model,28d2dfc7-6f31-4eae-9a5c-ea61533004ee,
0032b185-4914-49e5-b973-f82271674308,Balcony,14039/model,ff958559-245a-41c0-a33f-3d09872c023d,
0032b185-4914-49e5-b973-f82271674308,Kitchen,15834/model,a8c01a29-ba9a-4625-a300-33e661a8ab2d,
00337f71-5f56-4d82-8848-b8d194a27d4e,Kitchen,1749/model,a3017175-01da-4bbb-a3f4-aa896e3fa604,window/floor-based window
00337f71-5f56-4d82-8848-b8d194a27d4e,Kitchen,1749/model,a3017175-01da-4bbb-a3f4-aa896e3fa604,window/floor-based window
00337f71-5f56-4d82-8848-b8d194a27d4e,Kitchen,95069/model,3af60744-1f51-4cf4-ba30-994c50d07373,window/window
00337f71-5f56-4d82-8848-b8d194a27d4e,Kitchen,52992/model,05d6748a-8f27-4f04-8764-ddbe3549cd56,door/entry/double swing door - asymmetrical
00337f71-5f56-4d82-8848-b8d194a27d4e,MasterBedroom,1752/model,a05567bc-4260-44b6-a4a7-3a3c9e11ed11,window/bay window
00337f71-5f56-4d82-8848-b8d194a27d4e,OtherRoom,74055/model,5ffeabf3-3b01-4661-9c35-bce5b1ce30ef,door/single swing door
00337f71-5f56-4d82-8848-b8d194a27d4e,Aisle,73845/model,870fec71-c1a7-427f-a897-6352ef00a45e,door/single swing door
00337f71-5f56-4d82-8848-b8d194a27d4e,Aisle,74055/model,5ffeabf3-3b01-4661-9c35-bce5b1ce30ef,door/single swing door
00337f71-5f56-4d82-8848-b8d194a27d4e,Aisle,73845/model,870fec71-c1a7-427f-a897-6352ef00a45e,door/single swing door
003ac11d-2abc-44f8-9836-4354e7dfa543,Bedroom,2021159375995570670400/model,a551c897-539c-4e53-ab8f-aa1c4c753ced,Others
003ac11d-2abc-44f8-9836-4354e7dfa543,Bedroom,2021159375995570677984/model,0c282314-2202-4971-bdfa-808587b41583,Floor Lamp
003ac11d-2abc-44f8-9836-4354e7dfa543,LivingRoom,59928/model,123532da-e5e4-4d3a-b2a6-12e13ddc910e,Floor Lamp
003ac11d-2abc-44f8-9836-4354e7dfa543,LivingRoom,59944/model,e9592abf-608e-48af-bf40-8ae38096e37d,200 - on the floor
003ac11d-2abc-44f8-9836-4354e7dfa543,LivingRoom,57755/model,9def83f6-56fa-4b91-b5d7-b6a0bcaf8615,Bar
003ac11d-2abc-44f8-9836-4354e7dfa543,LivingRoom,57755/model,9def83f6-56fa-4b91-b5d7-b6a0bcaf8615,Bar
003ac11d-2abc-44f8-9836-4354e7dfa543,LivingRoom,65877/model,9def83f6-56fa-4b91-b5d7-b6a0bcaf8615,Bar
003ac11d-2abc-44f8-9836-4354e7dfa543,Library,51230/model,a478b49c-01fd-4a9f-8454-fcef9aa0694a,plants/plants - on top of others
003ac11d-2abc-44f8-9836-4354e7dfa543,Library,76554/model,88360658-0fdc-4cc5-a058-13e3c48e665d,plants/plants - on top of others
003ac11d-2abc-44f8-9836-4354e7dfa543,Bedroom,51221/model,34656753-d3cb-42dd-9d70-37bde2c5c139,plants/plants - floor-based
003ac11d-2abc-44f8-9836-4354e7dfa543,Bedroom,51225/model,ceb8ed17-ae0f-4c35-8b1d-6d89ed7ddd85,plants/plants - on top of others
003ac11d-2abc-44f8-9836-4354e7dfa543,Bedroom,51230/model,a478b49c-01fd-4a9f-8454-fcef9aa0694a,plants/plants - on top of others
0047c3ab-951b-4182-9082-b9fbf099c142,LivingDiningRoom,4015/model,6917c7c4-aa45-4d38-8951-da5468f53341,
