boundary_is_bbox_fallback,boundary_source,door_anchor_count_after_recovery,door_anchor_count_before,door_recovered,door_recovery_source,is_major_room,room_type,sample_id,source_scene_json,training_gate_status,window_anchor_count_after_recovery,window_anchor_count_before,window_recovered
False,room_floor_mesh,0,0,False,,True,bedroom,acc067a8-d6be-4010-8cec-4c651e713c45_room_04,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/acc067a8-d6be-4010-8cec-4c651e713c45.json,drop_no_recoverable_door_anchor,16,0,True
False,room_floor_mesh,0,0,False,,True,livingroom,acc067a8-d6be-4010-8cec-4c651e713c45_room_06,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/acc067a8-d6be-4010-8cec-4c651e713c45.json,drop_no_recoverable_door_anchor,30,0,True
False,room_floor_mesh,0,0,False,,True,livingroom,acc067a8-d6be-4010-8cec-4c651e713c45_room_08,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/acc067a8-d6be-4010-8cec-4c651e713c45.json,drop_no_recoverable_door_anchor,12,0,True
False,room_floor_mesh,0,0,False,,True,diningroom,cf4db7da-7de7-41ab-a1eb-27d1ade8f89f_room_04,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/cf4db7da-7de7-41ab-a1eb-27d1ade8f89f.json,drop_no_recoverable_door_anchor,14,14,False
False,room_floor_mesh,0,0,False,,True,livingroom,003ac11d-2abc-44f8-9836-4354e7dfa543_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/003ac11d-2abc-44f8-9836-4354e7dfa543.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,study,003ac11d-2abc-44f8-9836-4354e7dfa543_room_05,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/003ac11d-2abc-44f8-9836-4354e7dfa543.json,drop_no_recoverable_door_anchor,6,6,False
False,room_floor_mesh,0,0,False,,True,bedroom,17a0fd79-fcaf-463e-9b50-e0ef8bb60a3f_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/17a0fd79-fcaf-463e-9b50-e0ef8bb60a3f.json,drop_no_recoverable_door_anchor,1,1,False
False,room_floor_mesh,0,0,False,,True,bedroom,78a62cdd-3ff0-48df-9e30-d6a3f803a85d_room_07,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/78a62cdd-3ff0-48df-9e30-d6a3f803a85d.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,a1a40b10-745c-4bf5-b06b-99f299db50b5_room_11,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/a1a40b10-745c-4bf5-b06b-99f299db50b5.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,07e1fc5d-2c74-4b12-8100-95f55d396e31_room_07,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/07e1fc5d-2c74-4b12-8100-95f55d396e31.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,56087cb9-cf2b-49cb-8a65-5365815fa197_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/56087cb9-cf2b-49cb-8a65-5365815fa197.json,drop_no_recoverable_door_anchor,2,1,True
False,room_floor_mesh,0,0,False,,True,study,c2dacc1f-c315-4b8c-b06c-573773126865_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/c2dacc1f-c315-4b8c-b06c-573773126865.json,drop_no_recoverable_door_anchor,3,2,True
False,room_floor_mesh,0,0,False,,True,diningroom,b85a0c5e-43ed-4e31-9679-20a3e78b229f_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/b85a0c5e-43ed-4e31-9679-20a3e78b229f.json,drop_no_recoverable_door_anchor,3,2,True
False,room_floor_mesh,0,0,False,,True,livingroom,41a6ff52-5596-4560-97c4-14f827d12914_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/41a6ff52-5596-4560-97c4-14f827d12914.json,drop_no_recoverable_door_anchor,3,2,True
False,room_floor_mesh,0,0,False,,True,study,92d1518b-ded5-4420-85f5-82b64162b9d9_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/92d1518b-ded5-4420-85f5-82b64162b9d9.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,92d1518b-ded5-4420-85f5-82b64162b9d9_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/92d1518b-ded5-4420-85f5-82b64162b9d9.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,diningroom,92d1518b-ded5-4420-85f5-82b64162b9d9_room_04,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/92d1518b-ded5-4420-85f5-82b64162b9d9.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,diningroom,0bf7f4ce-4b7c-4523-aa02-b832fc90b8fc_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/0bf7f4ce-4b7c-4523-aa02-b832fc90b8fc.json,drop_no_recoverable_door_anchor,3,0,True
False,room_floor_mesh,0,0,False,,True,livingroom,17fefead-db2b-4184-8c9e-f0237b700073_room_08,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/17fefead-db2b-4184-8c9e-f0237b700073.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,591bd837-693c-4f91-bef7-fabf1c0ea146_room_08,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/591bd837-693c-4f91-bef7-fabf1c0ea146.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,bedroom,e04caa9e-1a57-436b-8d46-13fefcf6e540_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/e04caa9e-1a57-436b-8d46-13fefcf6e540.json,drop_no_recoverable_door_anchor,8,4,True
False,room_floor_mesh,0,0,False,,True,study,ba3148a1-d16d-4796-a8f2-cffb45b174e6_room_06,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/ba3148a1-d16d-4796-a8f2-cffb45b174e6.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,d093db64-0a91-4aa3-8074-9c1b4e571976_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/d093db64-0a91-4aa3-8074-9c1b4e571976.json,drop_no_recoverable_door_anchor,2,1,True
False,room_floor_mesh,0,0,False,,True,livingroom,9b893109-d943-428e-8af9-81e9c4e8ec2c_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9b893109-d943-428e-8af9-81e9c4e8ec2c.json,drop_no_recoverable_door_anchor,2,1,True
False,room_floor_mesh,0,0,False,,True,bedroom,9b893109-d943-428e-8af9-81e9c4e8ec2c_room_04,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9b893109-d943-428e-8af9-81e9c4e8ec2c.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,diningroom,ba174a36-20d1-4d22-9b25-470480e409de_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/ba174a36-20d1-4d22-9b25-470480e409de.json,drop_no_recoverable_door_anchor,4,1,True
False,room_floor_mesh,0,0,False,,True,bedroom,30249602-dae4-41e3-9abf-2b505492787b_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/30249602-dae4-41e3-9abf-2b505492787b.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,bedroom,30249602-dae4-41e3-9abf-2b505492787b_room_04,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/30249602-dae4-41e3-9abf-2b505492787b.json,drop_no_recoverable_door_anchor,6,6,False
False,room_floor_mesh,0,0,False,,True,diningroom,94e60d81-ca7e-4deb-8e05-52c38b2a5d69_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/94e60d81-ca7e-4deb-8e05-52c38b2a5d69.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,433bccd5-e85d-4f3b-882f-bb1dc89c8b64_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/433bccd5-e85d-4f3b-882f-bb1dc89c8b64.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,study,433bccd5-e85d-4f3b-882f-bb1dc89c8b64_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/433bccd5-e85d-4f3b-882f-bb1dc89c8b64.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,433bccd5-e85d-4f3b-882f-bb1dc89c8b64_room_04,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/433bccd5-e85d-4f3b-882f-bb1dc89c8b64.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,diningroom,92e4fd16-c1f2-4333-b319-15e5005e4287_room_06,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/92e4fd16-c1f2-4333-b319-15e5005e4287.json,drop_no_recoverable_door_anchor,1,1,False
False,room_floor_mesh,0,0,False,,True,study,f5b851cc-eaf4-4e3e-aa20-58fd6c1fd736_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/f5b851cc-eaf4-4e3e-aa20-58fd6c1fd736.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,f5b851cc-eaf4-4e3e-aa20-58fd6c1fd736_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/f5b851cc-eaf4-4e3e-aa20-58fd6c1fd736.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,diningroom,f5b851cc-eaf4-4e3e-aa20-58fd6c1fd736_room_04,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/f5b851cc-eaf4-4e3e-aa20-58fd6c1fd736.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,bedroom,f5b851cc-eaf4-4e3e-aa20-58fd6c1fd736_room_05,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/f5b851cc-eaf4-4e3e-aa20-58fd6c1fd736.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,bb12eac8-8dc8-46e9-b614-f5af84404423_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/bb12eac8-8dc8-46e9-b614-f5af84404423.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,bedroom,5c337554-ee3f-4c1b-80c0-f8ee49d87e8d_room_08,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5c337554-ee3f-4c1b-80c0-f8ee49d87e8d.json,drop_no_recoverable_door_anchor,11,11,False
False,room_floor_mesh,0,0,False,,True,livingroom,203e5f1e-3287-4675-9ad0-37b8810766d5_room_06,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/203e5f1e-3287-4675-9ad0-37b8810766d5.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,c255ebda-e30c-4d0d-8252-a60721b4bcaf_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/c255ebda-e30c-4d0d-8252-a60721b4bcaf.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,5f27b15d-9586-47a1-9875-075c68a95b05_room_05,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5f27b15d-9586-47a1-9875-075c68a95b05.json,drop_no_recoverable_door_anchor,2,1,True
False,room_floor_mesh,0,0,False,,True,livingroom,1b7fe9e0-7c21-4a87-8904-a146b0bc50bf_room_05,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/1b7fe9e0-7c21-4a87-8904-a146b0bc50bf.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,e414e3aa-24fb-4922-bbc1-058a04829bbd_room_07,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/e414e3aa-24fb-4922-bbc1-058a04829bbd.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,a87e4d8d-538c-4455-98c2-3322e7fc2bf0_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/a87e4d8d-538c-4455-98c2-3322e7fc2bf0.json,drop_no_recoverable_door_anchor,3,2,True
False,room_floor_mesh,0,0,False,,True,bedroom,b1aff8e4-49da-48f0-b6d7-34331895676e_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/b1aff8e4-49da-48f0-b6d7-34331895676e.json,drop_no_recoverable_door_anchor,1,1,False
False,room_floor_mesh,0,0,False,,True,livingroom,d320122e-891f-41c8-b774-7f20bff8d736_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/d320122e-891f-41c8-b774-7f20bff8d736.json,drop_no_recoverable_door_anchor,2,1,True
False,room_floor_mesh,0,0,False,,True,diningroom,ff79b941-b656-41b9-a740-5647b52b2605_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/ff79b941-b656-41b9-a740-5647b52b2605.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,9a3df633-792d-4e06-a138-ef4efa41959d_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9a3df633-792d-4e06-a138-ef4efa41959d.json,drop_no_recoverable_door_anchor,6,4,True
False,room_floor_mesh,0,0,False,,True,livingroom,9a3df633-792d-4e06-a138-ef4efa41959d_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9a3df633-792d-4e06-a138-ef4efa41959d.json,drop_no_recoverable_door_anchor,3,2,True
False,room_floor_mesh,0,0,False,,True,livingroom,9a3df633-792d-4e06-a138-ef4efa41959d_room_04,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9a3df633-792d-4e06-a138-ef4efa41959d.json,drop_no_recoverable_door_anchor,3,2,True
False,room_floor_mesh,0,0,False,,True,livingroom,9a3df633-792d-4e06-a138-ef4efa41959d_room_05,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9a3df633-792d-4e06-a138-ef4efa41959d.json,drop_no_recoverable_door_anchor,3,2,True
False,room_floor_mesh,0,0,False,,True,bedroom,9a3df633-792d-4e06-a138-ef4efa41959d_room_08,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9a3df633-792d-4e06-a138-ef4efa41959d.json,drop_no_recoverable_door_anchor,3,2,True
False,room_floor_mesh,0,0,False,,True,livingroom,14f8eb99-b0f0-4134-9edc-f67986db6932_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/14f8eb99-b0f0-4134-9edc-f67986db6932.json,drop_no_recoverable_door_anchor,6,4,True
False,room_floor_mesh,0,0,False,,True,livingroom,cc884b8c-65c3-496e-81eb-9c7ddc348606_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/cc884b8c-65c3-496e-81eb-9c7ddc348606.json,drop_no_recoverable_door_anchor,1,1,False
False,room_floor_mesh,0,0,False,,True,livingroom,985218f8-3adc-4aab-83d5-cb6ff477db48_room_06,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/985218f8-3adc-4aab-83d5-cb6ff477db48.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,80414ccb-3f0b-4ebb-a65c-958a6761de04_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/80414ccb-3f0b-4ebb-a65c-958a6761de04.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,137d32ba-1256-4791-9e61-3d61569c4a26_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/137d32ba-1256-4791-9e61-3d61569c4a26.json,drop_no_recoverable_door_anchor,0,0,False
False,room_floor_mesh,0,0,False,,True,livingroom,dea8e07c-6c70-434c-89d8-7c1b718bf171_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/dea8e07c-6c70-434c-89d8-7c1b718bf171.json,drop_no_recoverable_door_anchor,2,1,True
False,room_floor_mesh,0,0,False,,True,livingroom,d2fb0ebe-03f0-49e4-8fb5-4152170157a1_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/d2fb0ebe-03f0-49e4-8fb5-4152170157a1.json,drop_no_recoverable_door_anchor,3,2,True
False,room_floor_mesh,0,0,False,,True,bedroom,98643f2f-50e0-4d8a-ba94-2113d1b97a2b_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/98643f2f-50e0-4d8a-ba94-2113d1b97a2b.json,drop_no_recoverable_door_anchor,4,4,False
False,room_floor_mesh,0,0,False,,True,livingroom,a7449906-43ae-4a5c-871a-51db33ae4608_room_04,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/a7449906-43ae-4a5c-871a-51db33ae4608.json,drop_no_recoverable_door_anchor,1,1,False
False,room_floor_mesh,0,0,False,,True,livingroom,906c7fc1-5bea-4ba0-a40a-adc132247a6b_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/906c7fc1-5bea-4ba0-a40a-adc132247a6b.json,drop_no_recoverable_door_anchor,3,2,True
